trait	chr	pos	QTL_Type	logP_AD	DGE_chr	DGE_start	DGE_end
HP.express.scl00268470.2_235.S	11	94797729	partial-dominant	5.72 	NA	NA	NA
HP.express.scl0056421.2_256.S	9	69455800	partial-dominant	4.05 	13	6579201	6579251
HP.express.GI_38078662.S	10	68389546	partial-dominant	4.89 	4	115243589	115243639
HP.express.ri.A730028C12.PX00149J24.AK042827.1937.S	11	97627300	partial-dominant	15.32 	11	97704829	97704879
HP.express.scl22890.10.1_51.S	3	94926232	partial-dominant	4.95 	3	94933068	94933118
HP.express.GI_38081359.S	1	78684189	partial-dominant	6.83 	5	139783697	139783747
HP.express.scl0012745.2_138.S	8	85463560	partial-dominant	6.95 	NA	NA	NA
HP.express.scl33400.27.1_21.S	9	32552707	partial-dominant	4.21 	8	108416830	108416880
HP.express.GI_20349021.S	15	26705525	partial-dominant	3.89 	NA	NA	NA
HP.express.GI_33469082.I	4	65864531	partial-dominant	4.15 	NA	NA	NA
HP.express.scl24349.9.180_10.S	4	49863101	partial-dominant	12.52 	4	47028575	47028625
HP.express.scl47487.1.1186_63.S	5	113588467	partial-dominant	3.97 	15	101043674	101043724
HP.express.scl00108735.2_193.S	12	17739797	partial-dominant	10.85 	1	167104784	167104834
HP.express.ri.A730049O10.PX00150F10.AK043041.1763.S	12	10580041	partial-dominant	3.91 	2	49592394	49592444
HP.express.scl31689.3.1_50.S	13	59960662	partial-dominant	4.21 	7	19862435	19862485
HP.express.scl52952.1_379.S	6	143100812	partial-dominant	3.95 	19	46259887	46259937
HP.express.scl071779.8_36.S	6	119134752	partial-dominant	7.42 	6	116359204	116359254
HP.express.gi_31981889_ref_NM_009735.2__43_d_30_1.S	10	124928036	partial-dominant	4.00 	NA	NA	NA
HP.express.ri.D330016N23.PX00191B17.AK084579.1793.S	8	88831790	partial-dominant	3.88 	10	17527532	17527582
HP.express.scl38232.7_17.S	10	7632896	partial-dominant	7.90 	10	7626096	7626146
HP.express.scl24422.2_383.S	4	54587673	partial-dominant	4.89 	4	41442980	41443030
HP.express.scl18575.5_47.S	2	144359013	partial-dominant	10.06 	2	144130987	144131037
HP.express.scl20853.1_433.S	2	66073080	additive	46.12 	2	67496143	67496193
HP.express.scl33703.9.1_1.S	8	73988007	partial-dominant	7.97 	8	73928214	73928264
HP.express.scl0023894.2_0.S	13	101266394	partial-dominant	16.33 	13	101238865	101238915
HP.express.scl000330.1_8.S	15	78989686	partial-dominant	4.99 	14	70567787	70567837
HP.express.ri.2410029F03.ZX00081N02.AK010604.1017.S	6	119361386	partial-dominant	3.86 	NA	NA	NA
HP.express.scl25526.10_573.S	4	38269852	additive	18.89 	4	42956883	42956933
HP.express.scl017826.2_113.S	19	5029690	partial-dominant	3.87 	19	5728304	5728354
HP.express.X9629514_329.S	9	79445379	partial-dominant	4.34 	NA	NA	NA
HP.express.GI_38073625.S	17	25229656	partial-dominant	16.05 	NA	NA	NA
HP.express.ri.E130114F22.PX00092G15.AK053612.3425.S	15	16743744	partial-dominant	4.33 	13	89913743	89913793
HP.express.scl41281.26_86.S	5	113588467	partial-dominant	4.19 	11	74483874	74483924
HP.express.scl31645.4.1_60.S	5	34170299	partial-dominant	4.60 	7	25649695	25649745
HP.express.GI_38080728.S	4	22163387	additive	18.04 	NA	NA	NA
HP.express.scl0019027.2_109.S	12	32782096	partial-dominant	4.07 	12	33661208	33661258
HP.express.scl0319710.13_85.S	7	123277679	partial-dominant	4.31 	12	72002919	72002969
HP.express.scl16247.1.1_318.S	1	136955914	partial-dominant	3.94 	1	137376999	137377049
HP.express.scl075768.1_122.S	10	105314105	partial-dominant	4.58 	15	96079597	96079647
HP.express.scl32232.5_373.S	16	93855411	partial-dominant	4.20 	7	113963846	113963896
HP.express.scl4346.1.1_100.S	11	66532253	partial-dominant	4.37 	2	86011258	86011308
HP.express.scl32284.23.1_3.S	7	111539097	partial-dominant	5.28 	7	109244770	109244820
HP.express.GI_34328512.S	12	11469323	partial-dominant	10.69 	12	12382991	12383041
HP.express.scl000653.1_34.S	8	99409864	partial-dominant	5.83 	8	97191058	97191108
HP.express.scl0077697.1_19.S	9	29748445	partial-dominant	4.13 	5	114881332	114881382
HP.express.scl0230848.1_316.S	4	136775221	partial-dominant	14.42 	4	136535681	136535731
HP.express.scl16136.16.1_188.S	1	155319003	partial-dominant	4.69 	1	155626551	155626601
HP.express.scl0017721.1_131.S	2	153836173	partial-dominant	4.66 	NA	NA	NA
HP.express.ri.3110053G12.ZX00072G08.AK014211.753.S	2	180969564	additive	38.99 	NA	NA	NA
HP.express.scl18731.9_1.S	2	128199126	partial-dominant	4.34 	2	125388870	125388920
HP.express.scl35414.1_2.S	9	104234107	additive	33.01 	9	105032048	105032098
HP.express.scl0382073.1_20.S	3	141539755	partial-dominant	4.23 	9	44218793	44218843
HP.express.GI_38079721.S	13	102395303	partial-dominant	4.39 	NA	NA	NA
HP.express.GI_38093583.S	19	16497086	partial-dominant	5.55 	NA	NA	NA
HP.express.scl41773.3.1_6.S	7	31244528	partial-dominant	3.97 	11	23399410	23399460
HP.express.scl012877.1_54.S	1	17297861	partial-dominant	4.55 	7	88492390	88492440
HP.express.scl24594.3_72.S	4	155495757	partial-dominant	4.72 	4	155584166	155584216
HP.express.scl018951.1_6.S	1	22307016	partial-dominant	3.98 	16	18622235	18622285
HP.express.scl37040.9_46.S	9	44008183	partial-dominant	12.47 	9	44141609	44141659
HP.express.scl0002078.1_391.S	3	42965261	partial-dominant	14.46 	3	45186207	45186257
HP.express.scl0213491.1_175.S	4	142772218	partial-dominant	9.66 	4	140671313	140671363
HP.express.scl073225.3_33.S	12	73020509	partial-dominant	4.41 	15	84878911	84878961
HP.express.ri.B230328G18.PX00160F23.AK045970.1192.S	15	44506924	partial-dominant	3.88 	19	61202044	61202094
HP.express.scl32346.12_306.S	7	105272667	additive	39.04 	7	104834843	104834893
HP.express.scl25790.8_644.S	2	69587816	partial-dominant	5.97 	5	145496875	145496925
HP.express.scl38521.7_336.S	10	96758274	partial-dominant	6.77 	10	95507331	95507381
HP.express.scl018405.4_2.S	7	129710003	partial-dominant	3.90 	4	63007088	63007138
HP.express.scl0018422.1_327.S	3	130072814	partial-dominant	4.02 	NA	NA	NA
HP.express.scl0003690.1_6865.S	13	21871413	partial-dominant	3.87 	13	6588375	6588425
HP.express.ri.4632409D22.PX00637I12.AK076278.2778.S	9	75016533	partial-dominant	8.29 	9	79448819	79448869
HP.express.scl40910.10_100.S	11	100513450	partial-dominant	4.62 	11	100285708	100285758
HP.express.GI_38079253.S	19	16497086	partial-dominant	3.98 	NA	NA	NA
HP.express.scl0271005.13_174.S	12	68860108	additive	20.46 	12	70384734	70384784
HP.express.scl31708.12.11_106.S	1	41674873	partial-dominant	4.06 	7	17591424	17591474
HP.express.scl49635.2.1_17.S	16	74159922	partial-dominant	3.90 	17	72093348	72093398
HP.express.scl0002432.1_40.S	18	69067790	partial-dominant	4.20 	15	57715011	57715061
HP.express.scl22624.5_378.S	3	129695799	additive	57.88 	3	129598490	129598540
HP.express.GI_24475912.S	7	51793916	partial-dominant	6.14 	NA	NA	NA
HP.express.scl0319186.1_75.S	5	62509872	partial-dominant	4.92 	NA	NA	NA
HP.express.scl35539.6_411.S	9	83765827	additive	27.25 	9	83672467	83672517
HP.express.ri.2810405F04.ZX00046M02.AK012991.1548.S	11	114994697	partial-dominant	4.12 	11	11363186	11363236
HP.express.scl19423.12_9.S	5	113588467	partial-dominant	5.51 	2	33585812	33585862
HP.express.scl0014420.1_244.S	12	99872398	partial-dominant	8.26 	12	99442111	99442161
HP.express.scl056541.13_2.S	13	63061824	additive	34.15 	13	64287545	64287595
HP.express.scl000088.1_36_REVCOMP.S	2	153836173	partial-dominant	4.19 	11	61332030	61332080
HP.express.GI_38077507.S	16	87498919	partial-dominant	4.18 	NA	NA	NA
HP.express.scl000230.1_44.S	1	17297861	partial-dominant	4.07 	7	85447520	85447570
HP.express.scl0001462.1_2.S	1	31718379	partial-dominant	4.21 	11	110198917	110198967
HP.express.GI_38085860.S	18	82628832	partial-dominant	4.03 	NA	NA	NA
HP.express.scl30890.1.1_211.S	7	126326046	partial-dominant	5.01 	7	112519861	112519911
HP.express.scl0228714.3_276.S	2	144199288	partial-dominant	7.50 	2	144233274	144233324
HP.express.GI_38076908.S	4	20446144	additive	19.69 	NA	NA	NA
HP.express.scl30851.2.30_8.S	3	19731352	partial-dominant	4.31 	7	115175234	115175284
HP.express.scl0319350.1_7.S	1	44668125	partial-dominant	4.39 	5	35163358	35163408
HP.express.scl32768.5_201.S	7	38888026	additive	21.95 	7	46729655	46729705
HP.express.scl39091.7.1_0.S	15	87306911	partial-dominant	4.26 	10	21689272	21689322
HP.express.scl0067732.1_253.S	12	17739797	additive	21.72 	12	21329336	21329386
HP.express.GI_38076250.S	19	35692392	partial-dominant	4.08 	NA	NA	NA
HP.express.scl43096.1.544_51.S	12	75005701	partial-dominant	18.89 	12	75089722	75089772
HP.express.scl00238693.1_37.S	13	67600432	additive	18.55 	13	67591381	67591431
HP.express.ri.A730011P13.PX00149K17.AK042629.2172.S	11	8736628	partial-dominant	4.63 	11	23770109	23770159
HP.express.GI_38090331.S	1	51990410	partial-dominant	3.90 	NA	NA	NA
HP.express.ri.9530018I21.PX00111P11.AK035333.3242.S	4	51294370	partial-dominant	3.93 	4	58156404	58156454
HP.express.scl44364.2.1_224.S	13	114908768	additive	14.44 	13	113780814	113780864
HP.express.scl0226928.1_84.S	7	126387272	partial-dominant	3.87 	1	22277521	22277571
HP.express.scl077044.6_17.S	15	97406602	partial-dominant	5.93 	15	96232643	96232693
HP.express.scl43799.10_109.S	3	124511484	partial-dominant	6.07 	13	67541933	67541983
HP.express.scl35351.10.1_17.S	9	107985586	partial-dominant	8.15 	9	108350451	108350501
HP.express.scl39696.12_14.S	11	94546091	additive	29.70 	11	94887887	94887937
HP.express.GI_38089675.S	7	87647371	partial-dominant	4.11 	8	73363312	73363363
HP.express.AFFX.CreX.3.at_172_REVCOMP.S	2	158566414	partial-dominant	4.45 	NA	NA	NA
HP.express.scl00320202.1_47.S	1	183006589	partial-dominant	5.58 	1	182828556	182828606
HP.express.scl020300.5_12.S	8	4102969	partial-dominant	5.73 	8	4357623	4357673
HP.express.scl28812.19_190.S	6	82693471	partial-dominant	10.64 	6	82675093	82675143
HP.express.scl49605.16_306.S	17	79734252	partial-dominant	11.99 	17	79251946	79251996
HP.express.scl0002471.1_21.S	1	40990837	partial-dominant	4.63 	15	85095710	85095760
HP.express.scl29843.31.1_16.S	15	44506924	partial-dominant	3.96 	NA	NA	NA
HP.express.scl16544.13_20.S	1	84300299	partial-dominant	6.64 	1	83252667	83252717
HP.express.scl0216150.5_158.S	15	86437448	partial-dominant	4.05 	10	79150917	79150967
HP.express.scl21772.5_341.S	10	14292688	partial-dominant	4.44 	3	98656203	98656253
HP.express.scl0020444.2_43.S	2	62483321	dominant	4.13 	8	113493111	113493471
HP.express.MJ.1000.73_804_d_12_1.S	17	42502090	partial-dominant	3.92 	NA	NA	NA
HP.express.scl073661.1_203.S	6	134399785	additive	49.22 	6	134396640	134396690
HP.express.scl28322.4.1_4.S	6	55467905	partial-dominant	4.62 	6	130178675	130178725
HP.express.scl0329217.3_269.S	16	9877553	partial-dominant	5.23 	1	98777678	98777728
HP.express.scl2468.1.1_138.S	3	45974716	partial-dominant	4.20 	4	43794530	43794580
HP.express.scl0066125.2_261.S	10	12728906	additive	21.22 	10	12728855	12728905
HP.express.scl0003846.1_20.S	15	44716938	partial-dominant	4.65 	10	126622147	126622197
HP.express.scl0067420.2_103.S	14	112979777	partial-dominant	4.04 	7	120693739	120693789
HP.express.scl16160.1.1_197.S	1	151748240	partial-dominant	7.56 	1	153738122	153738172
HP.express.scl0014560.2_59.S	14	36200642	partial-dominant	4.15 	14	34748247	34748297
HP.express.ri.5031400H20.PX00037I17.AK030275.3691.S	2	120056783	partial-dominant	8.89 	NA	NA	NA
HP.express.GI_38074664.S	2	5579144	partial-dominant	4.58 	2	26209876	26210365
HP.express.ri.D630003H14.PX00196G07.AK052603.3574.S	11	118156487	partial-dominant	4.55 	19	7781317	7781367
HP.express.scl0067064.2_260.S	18	67157602	additive	37.08 	NA	NA	NA
HP.express.scl38496.5_152.S	11	4580234	partial-dominant	3.88 	10	98729742	98729792
HP.express.scl50778.12.1_32.S	17	34477940	partial-dominant	10.59 	17	35390501	35390551
HP.express.scl41869.17_189.S	11	5684549	partial-dominant	15.01 	11	5700697	5700747
HP.express.scl25995.10_72.S	5	130441150	additive	44.76 	5	130339855	130339905
HP.express.ri.4933414I19.PX00642K09.AK077156.1325.S	17	30436389	partial-dominant	7.83 	17	31011222	31011272
HP.express.scl47286.9_3.S	15	37230672	additive	44.70 	15	36927239	36927289
HP.express.ri.D130059O18.PX00185A22.AK051608.1931.S	8	103297805	partial-dominant	4.32 	2	162759139	162759189
HP.express.GI_38084510.S	1	37181393	partial-dominant	4.05 	18	59194997	59195047
HP.express.ri.C630013B14.PX00083N16.AK049936.1256.S	13	118393689	additive	45.49 	13	118769625	118769675
HP.express.scl073003.5_5.S	4	119587046	partial-dominant	6.76 	4	119545549	119545599
HP.express.ri.C230066H16.PX00175J01.AK082585.3985.S	10	127872824	partial-dominant	3.88 	NA	NA	NA
HP.express.scl36324.13_181.S	1	6820141	partial-dominant	4.05 	9	121579670	121579720
HP.express.scl39785.1.350_24.S	17	82355072	partial-dominant	3.86 	11	86079974	86080024
HP.express.scl37341.3.1_8.S	2	69773718	dominant	3.85 	10	128357662	128357712
HP.express.scl31224.16_382.S	7	74778289	partial-dominant	5.61 	7	74658396	74658446
HP.express.scl028019.8_226.S	6	125003536	partial-dominant	12.29 	6	124998876	124998926
HP.express.scl00110118.1_26.S	12	109140900	partial-dominant	4.37 	NA	NA	NA
HP.express.scl0237926.1_137.S	11	96942297	partial-dominant	4.69 	11	94402117	94402167
HP.express.scl0258403.1_218.S	7	53333460	partial-dominant	3.93 	2	86285311	86285361
HP.express.GI_38049394.S	3	19906427	partial-dominant	4.03 	NA	NA	NA
HP.express.scl52014.32.1_3.S	4	99263225	partial-dominant	4.44 	18	44181719	44181769
HP.express.scl41527.1.1_4.S	5	38592012	partial-dominant	4.87 	11	57823423	57823473
HP.express.scl020170.2_257.S	19	45065956	partial-dominant	7.63 	19	46080539	46080589
HP.express.scl25133.32.1_60.S	4	108770805	partial-dominant	13.54 	4	108733683	108733733
HP.express.GI_38078452.S	18	72267149	partial-dominant	8.73 	NA	NA	NA
HP.express.scl0230866.24_27.S	9	69455800	partial-dominant	4.46 	4	138931775	138931825
HP.express.scl37005.1_98.S	1	140161662	partial-dominant	3.85 	9	45740204	45740254
HP.express.scl0059069.1_70.S	8	16859046	partial-dominant	4.08 	3	89877665	89877715
HP.express.ri.2600013E07.ZX00060F19.AK011195.733.S	7	52643925	partial-dominant	6.09 	7	52152998	52153048
HP.express.scl00216150.1_133.S	14	112979777	partial-dominant	4.30 	10	79145178	79145228
HP.express.ri.5330435L01.PX00054P14.AK030591.4199.S	11	113864901	additive	16.42 	11	113726941	113726991
HP.express.GI_38090905.S	1	35935717	dominant	3.93 	8	72811519	72811569
HP.express.scl00268515.2_110.S	18	71804168	partial-dominant	4.02 	11	120152140	120152190
HP.express.GI_38076171.S	11	5535137	partial-dominant	3.85 	NA	NA	NA
HP.express.scl068738.1_270.S	6	36435240	partial-dominant	4.08 	2	150443921	150443971
HP.express.ri.A830070K10.PX00156F07.AK043989.1578.S	9	45737355	partial-dominant	4.46 	2	82096797	82096847
HP.express.ri.A930033O12.PX00067B04.AK044692.3109.S	15	93937315	partial-dominant	4.06 	6	42621917	42621967
HP.express.GI_38081470.S	7	100081364	partial-dominant	4.16 	NA	NA	NA
HP.express.scl45464.12_145.S	14	61654077	partial-dominant	10.06 	14	61583027	61583077
HP.express.scl52003.17_261.S	5	65174069	partial-dominant	4.05 	18	45048857	45048907
HP.express.scl36047.11_310.S	9	34050595	partial-dominant	4.76 	9	35024696	35024746
HP.express.scl072602.2_41.S	4	118686859	partial-dominant	5.83 	4	118033551	118033601
HP.express.scl53816.4_374.S	16	74454029	partial-dominant	4.21 	X	132735582	132735632
HP.express.scl011821.1_236.S	8	125071460	additive	19.20 	8	125098622	125098672
HP.express.scl0237436.1_279.S	10	89118020	partial-dominant	4.22 	10	88871682	88871732
HP.express.scl46207.7.1_28.S	14	63105448	partial-dominant	4.36 	14	63448800	63448850
HP.express.scl47526.10_548.S	9	32645815	partial-dominant	5.12 	15	99531355	99531405
HP.express.scl0001697.1_9.S	9	34266328	partial-dominant	4.24 	17	34961544	34961594
HP.express.scl0269400.28_245.S	9	10572929	partial-dominant	4.11 	2	181091170	181091220
HP.express.X9790357_3511.S	9	62851892	partial-dominant	5.08 	NA	NA	NA
HP.express.ri.A730058E16.PX00150L10.AK043123.1617.S	2	71276705	additive	25.37 	2	71355137	71355187
HP.express.scl00235633.2_97.S	2	71436519	partial-dominant	4.63 	9	110801359	110801409
HP.express.scl018194.8_27.S	6	52735447	partial-dominant	3.91 	X	70203404	70203454
HP.express.scl0003256.1_3.S	2	156689529	partial-dominant	14.80 	2	154168106	154168156
HP.express.ri.4732422E11.PX00050F15.AK028641.2872.S	10	4768887	additive	18.30 	10	5009298	5009348
HP.express.scl32669.8.1_3.S	7	52843550	partial-dominant	6.35 	7	52959876	52959926
HP.express.scl35013.8.1_0.S	8	24881003	additive	40.04 	8	24337382	24337432
HP.express.scl0002768.1_1029.S	4	102721863	partial-dominant	8.75 	4	102710852	102710902
HP.express.scl0067899.2_259.S	9	120828626	partial-dominant	7.02 	9	117974289	117974339
HP.express.scl000085.1_5_REVCOMP.S	11	63030974	partial-dominant	4.70 	NA	NA	NA
HP.express.scl0002707.1_53.S	6	77471659	dominant	4.42 	4	106979458	106979508
HP.express.scl46113.7.1_111.S	10	83700325	partial-dominant	3.89 	14	72320158	72320208
HP.express.scl0209318.14_24.S	9	32645815	partial-dominant	4.58 	11	120650059	120650109
HP.express.scl37785.15_578.S	18	3516438	partial-dominant	3.89 	10	76753251	76753301
HP.express.scl21064.31_2.S	13	54124947	partial-dominant	4.13 	2	32089924	32089974
HP.express.scl067116.1_6.S	16	49855424	partial-dominant	5.15 	19	46405249	46405299
HP.express.scl0071566.2_189.S	9	40515046	additive	13.59 	9	40591937	40591987
HP.express.scl41354.10.1_7.S	11	63156021	partial-dominant	3.85 	11	69754573	69754623
HP.express.scl0224079.1_3.S	16	29670024	partial-dominant	11.60 	16	29396468	29396518
HP.express.scl51810.1.734_119.S	8	117676036	partial-dominant	4.56 	18	68108452	68108502
HP.express.scl20651.5_100.S	11	63030974	partial-dominant	3.86 	2	90750436	90750486
HP.express.ri.F630037H21.PL00002I06.AK089205.2378.S	3	108140044	partial-dominant	3.94 	7	50786015	50786065
HP.express.scl067939.1_2.S	11	29670425	partial-dominant	4.23 	11	29413401	29413451
HP.express.GI_38091777.S	4	78697964	partial-dominant	4.14 	NA	NA	NA
HP.express.GI_24638449.S	10	71420626	partial-dominant	7.85 	NA	NA	NA
HP.express.scl35163.2.1_51.S	7	126615278	partial-dominant	4.73 	8	3151154	3151204
HP.express.scl00230648.1_86.S	5	117307584	partial-dominant	4.15 	4	115449655	115449705
HP.express.scl054381.6_56.S	15	37710359	partial-dominant	7.13 	15	33427037	33427087
HP.express.scl17781.7.1_157.S	1	75283346	partial-dominant	14.30 	1	75195812	75195862
HP.express.TRGV1_M12832_T_cell_receptor_gamma_variable_1_165.S	16	59644329	dominant	3.93 	13	19432160	19432210
HP.express.scl35215.8_496.S	18	25018798	partial-dominant	4.16 	9	119880473	119880523
HP.express.scl50777.5_28.S	17	35338547	partial-dominant	11.13 	17	35375613	35375663
HP.express.scl020416.3_0.S	1	92906418	partial-dominant	4.06 	3	89226866	89226916
HP.express.scl32882.1.97_128.S	9	34266328	partial-dominant	4.12 	7	28607750	28607800
HP.express.scl00212772.2_322.S	1	124702258	partial-dominant	4.11 	2	106804608	106804658
HP.express.scl49801.15_217.S	1	92554399	partial-dominant	4.74 	17	51876430	51876480
HP.express.scl25516.10_536.S	4	44245572	additive	43.58 	4	43460829	43460879
HP.express.GI_31581588.S	5	147658707	partial-dominant	11.89 	5	147648534	147648584
HP.express.scl17534.5.1_27.S	11	113411972	dominant	3.87 	1	129645611	129645661
HP.express.scl0077911.1_200.S	8	96479445	partial-dominant	4.41 	11	77856414	77856464
HP.express.ri.3110033D18.ZX00071P03.AK014118.1900.S	2	71436519	partial-dominant	4.16 	2	71353873	71353923
HP.express.scl17222.1.1_303.S	1	171902321	partial-dominant	4.44 	1	173434803	173434853
HP.express.scl053611.10_15.S	19	58202917	partial-dominant	5.16 	19	55698340	55698390
HP.express.scl39965.4_699.S	11	72573935	partial-dominant	4.99 	11	72590790	72590840
HP.express.NM_008512.90_chr10_._127557334_127558231_72.S	5	113588467	partial-dominant	4.51 	NA	NA	NA
HP.express.scl28043.12_286.S	5	23470951	additive	25.02 	5	23666214	23666264
HP.express.scl43828.6_15.S	5	113588467	partial-dominant	4.13 	13	64235099	64235149
HP.express.ri.D230029K13.PX00189N05.AK051976.2626.S	14	40646787	partial-dominant	5.25 	17	33812215	33812265
HP.express.ri.3732417K11.PX00010H23.AK028344.2676.S	1	187001740	partial-dominant	4.18 	8	74119255	74119305
HP.express.GI_20849382.S	15	31371023	partial-dominant	4.28 	4	144045742	144045792
HP.express.scl27946.19.1_69.S	4	66474531	partial-dominant	4.68 	5	32387069	32387119
HP.express.scl42706.1.1_221.S	12	116788661	additive	43.27 	12	117619074	117619124
HP.express.scl0073752.1_65.S	3	135276529	partial-dominant	4.72 	2	140248354	140248404
HP.express.NM_019642.7_chr2_._159154943_159155120_101.S	1	22852072	partial-dominant	4.30 	NA	NA	NA
HP.express.scl15766.4.1_27.S	1	190342085	partial-dominant	12.11 	1	193130678	193130728
HP.express.scl0078908.2_178.S	3	101129836	additive	18.24 	3	101264575	101264625
HP.express.scl19351.1.1_94.S	6	59473245	partial-dominant	5.09 	2	38613601	38613651
HP.express.scl076129.1_180.S	10	90522899	additive	17.66 	10	90452229	90452279
HP.express.scl28861.16.1_36.S	6	71326285	partial-dominant	10.66 	6	72516591	72516641
HP.express.scl31670.15.1_26.S	5	113588467	partial-dominant	3.97 	7	20219001	20219051
HP.express.scl0240913.9_121.S	1	173171049	additive	29.20 	1	173189908	173189958
HP.express.scl53077.5.8_20.S	19	47636600	partial-dominant	4.50 	19	47937898	47937948
HP.express.scl0380608.4_296.S	17	8688292	additive	48.19 	NA	NA	NA
HP.express.scl30457.1.214_244.S	7	149537666	partial-dominant	10.79 	7	150440162	150440212
HP.express.ri.9030406C11.PX00025C17.AK018487.961.S	2	120321947	additive	30.30 	NA	NA	NA
HP.express.scl41842.10.1_70.S	11	8954937	partial-dominant	3.94 	11	9036044	9036094
HP.express.scl42093.16.1_39.S	12	105632090	partial-dominant	4.81 	12	106010075	106010125
HP.express.scl070595.1_69.S	4	126389249	additive	16.85 	4	126711887	126711937
HP.express.scl27081.7_488.S	5	138337747	partial-dominant	8.83 	5	138634985	138635035
HP.express.gi_31981889_ref_NM_009735.2__43_a_42_2.S	9	35019941	partial-dominant	4.18 	NA	NA	NA
HP.express.scl27099.14.1_83.S	5	136305277	partial-dominant	15.31 	5	138010632	138010682
HP.express.ri.1200013E08.R000009G20.AK004741.2846.S	10	68304970	partial-dominant	3.95 	X	20429725	20429775
HP.express.scl0077877.1_184.S	15	12971988	partial-dominant	6.11 	15	12738316	12738366
HP.express.scl39836.1_600.S	11	83225930	partial-dominant	9.57 	11	82671519	82671569
HP.express.AmbionRNASpike2_516_REVCOMP.S	1	160477103	partial-dominant	4.01 	NA	NA	NA
HP.express.scl33021.4.288_87.S	7	19678658	partial-dominant	11.48 	7	19475612	19475662
HP.express.scl29554.6.1_30.S	5	111078035	partial-dominant	4.29 	6	121218632	121218682
HP.express.scl46405.2_247.S	7	30566370	partial-dominant	3.90 	14	47911181	47911231
HP.express.scl33181.7.1_94.S	8	125071460	additive	31.06 	8	127257802	127257852
HP.express.ri.B130052F17.PX00158C20.AK045259.2394.S	17	89287746	partial-dominant	4.19 	12	45647582	45647632
HP.express.GI_38088704.S	1	185385632	partial-dominant	4.13 	NA	NA	NA
HP.express.scl36454.7.1_119.S	9	110408954	additive	61.89 	9	108708018	108708068
HP.express.ri.C920013G19.PX00178E01.AK050607.1790.S	3	105521874	partial-dominant	3.90 	NA	NA	NA
HP.express.ri.B930015M09.PX00163M23.AK047067.2855.S	16	41177807	partial-dominant	4.13 	6	82866302	82866352
HP.express.scl15790.11_410.S	2	116157294	partial-dominant	3.94 	1	188446817	188446867
HP.express.scl53056.3_89.S	14	59956844	partial-dominant	4.10 	NA	NA	NA
HP.express.scl25756.13.1_252.S	17	82021300	partial-dominant	4.16 	5	149143743	149143793
HP.express.scl34266.7_421.S	9	69455800	partial-dominant	3.91 	8	122085916	122085966
HP.express.scl24848.1.1_68.S	4	131555056	partial-dominant	6.06 	4	133929610	133929660
HP.express.GI_38082954.S	1	96419718	partial-dominant	4.76 	NA	NA	NA
HP.express.ri.9430079O09.PX00109L04.AK035054.1854.S	18	38428427	partial-dominant	4.26 	13	63954976	63955026
HP.express.scl068703.1_260.S	4	151182931	partial-dominant	10.67 	4	149995946	149995996
HP.express.GI_38085014.S	6	119134752	partial-dominant	4.55 	6	119165542	119165592
HP.express.scl00319665.2_164.S	6	35800812	partial-dominant	4.46 	6	67117873	67117923
HP.express.scl0072399.2_328.S	9	86456195	partial-dominant	4.07 	5	122135540	122135590
HP.express.scl0001919.1_2323.S	1	183213870	dominant	4.43 	3	135083647	135083697
HP.express.scl073729.1_287.S	4	129249377	dominant	4.25 	7	30701717	30701767
HP.express.scl00244329.1_85.S	8	18986055	partial-dominant	24.60 	8	18802909	18802959
HP.express.GI_38078114.S	6	5977384	partial-dominant	3.92 	4	10366186	10366236
HP.express.scl0013384.1_233.S	11	102007903	additive	17.20 	NA	NA	NA
HP.express.scl0000109.1_23_REVCOMP.S	11	107825609	partial-dominant	5.45 	16	84835622	84835672
HP.express.scl00009.1_36.S	12	80254314	additive	50.07 	12	80257466	80257516
HP.express.scl013684.8_6.S	3	130923610	partial-dominant	7.03 	3	138219988	138220038
HP.express.scl0012055.2_161.S	17	82021300	partial-dominant	3.97 	7	134848646	134848936
HP.express.scl00268345.1_330.S	13	105233805	partial-dominant	4.21 	10	111904019	111904069
HP.express.scl49371.8_144.S	1	17297861	partial-dominant	4.63 	16	17793077	17793127
HP.express.scl37802.13.1_87.S	1	39913615	partial-dominant	4.21 	10	75670129	75670179
HP.express.scl00102791.2_289.S	5	142669037	partial-dominant	4.08 	9	108205307	108205357
HP.express.scl25750.10.1_14.S	5	149848269	partial-dominant	24.19 	5	149700487	149700537
HP.express.MJ.250.20_15.S	1	36936227	partial-dominant	4.48 	NA	NA	NA
HP.express.scl0057296.1_256.S	7	27375575	partial-dominant	4.56 	7	29959353	29959403
HP.express.ri.B230213G02.PX00069L16.AK045581.1910.S	6	136936001	additive	47.55 	6	136779081	136779131
HP.express.IGKV14.126.1_AJ231246_Ig_kappa_variable_14.126.1_13.S	6	9131625	partial-dominant	3.89 	NA	NA	NA
HP.express.scl19491.1.383_5.S	9	34266328	partial-dominant	4.26 	2	28678869	28678919
HP.express.scl0020378.1_36.S	2	77492959	partial-dominant	6.20 	2	80252439	80252489
HP.express.scl29619.14.1344_171.S	1	28549296	partial-dominant	4.77 	6	114199568	114199618
HP.express.scl28294.4.1_121.S	1	32391447	partial-dominant	3.90 	6	135056109	135056159
HP.express.scl20295.1.1_330.S	1	17297861	partial-dominant	4.19 	2	129422904	129422954
HP.express.scl5615.1.1_260.S	2	160184740	partial-dominant	3.89 	10	126483284	126483334
