trait	chr	pos	QTL_Type	logP_AD	DGE_chr	DGE_start	DGE_end
gnl.UG.Ssc.S46878422	7	43103102	additive	5.94 	7	44942222	44955752
gnl.UG.Ssc.S35167875	6	53833374	additive	7.19 	NA	NA	NA
AMP01_0024_G06	10	36373847	additive	24.08 	10	37653332	37683313
gnl.UG.Ssc.S18553496	6	53833374	additive	26.90 	NA	NA	NA
gnl.UG.Ssc.S46879622	4	99308036	additive	4.56 	NA	NA	NA
gnl.UG.Ssc.S26724460	4	26108160	partial-dominant	4.53 	3	118538963	118572976
gnl.UG.Ssc.S40525428	18	3080751	partial-dominant	4.85 	NA	NA	NA
gnl.UG.Ssc.S39778104	15	94765590	additive	6.52 	NA	NA	NA
UTR01_0070_E10	1	226538765	additive	6.91 	NA	NA	NA
gnl.UG.Ssc.S28103974	1	268951221	additive	11.34 	NA	NA	NA
gnl.UG.Ssc.S23692820	11	20170154	additive	5.53 	NA	NA	NA
gnl.UG.Ssc.S35167972	3	139812530	additive	10.64 	NA	NA	NA
gnl.UG.Ssc.S35167175	12	47315594	additive	6.95 	12	46521342	46529178
gnl.UG.Ssc.S40157220	6	34035458	additive	5.87 	NA	NA	NA
gnl.UG.Ssc.S40482887	13	192149198	additive	14.06 	NA	NA	NA
LVRM1_0071_A11	2	55894230	additive	7.09 	2	61176944	61196619
gnl.UG.Ssc.S26404606	2	121468509	additive	5.90 	2	121468414	121508736
gnl.UG.Ssc.S35169781	9	121409854	additive	5.54 	NA	NA	NA
LNG01_0001_F01	1	309088209	additive	7.05 	6	51794581	51798403
gnl.UG.Ssc.S40494897	3	2391386	additive	4.89 	NA	NA	NA
gnl.UG.Ssc.S35169314	15	54750365	partial-dominant	4.81 	15	52526606	52592779
gnl.UG.Ssc.S17516549	4	102845684	additive	24.71 	NA	NA	NA
gnl.UG.Ssc.S31121117	4	117329189	partial-dominant	4.77 	NA	NA	NA
gnl.UG.Ssc.S17516962	14	79124234	additive	10.20 	NA	NA	NA
gnl.UG.Ssc.S35167972	10	25845373	additive	31.65 	NA	NA	NA
gnl.UG.Ssc.S46880636	8	98710683	additive	8.10 	1	138044833	138096757
gnl.UG.Ssc.S18553035	1	305234291	partial-dominant	4.64 	8	112415522	112556423
gnl.UG.Ssc.S35166438	11	35711774	additive	8.54 	NA	NA	NA
gnl.UG.Ssc.S18545835	7	13142927	partial-dominant	5.03 	NA	NA	NA
gnl.UG.Ssc.S46879466	5	6212431	additive	23.97 	5	7187425	7199589
gnl.UG.Ssc.S18554980	17	11718630	additive	6.13 	9	12302387	12341085
gnl.UG.Ssc.S34499540	2	135440606	partial-dominant	4.53 	12	59248381	59274461
SMG01_0030_A01	6	62384457	additive	7.03 	6	62363772	62425382
gnl.UG.Ssc.S19541326	13	149809071	additive	5.36 	NA	NA	NA
gnl.UG.Ssc.S46877917	7	33057283	additive	5.38 	7	37551887	37578005
gnl.UG.Ssc.S35171967	2	160085066	additive	6.65 	GL894320.1	16474	39450
gnl.UG.Ssc.S17510250	1	308971674	additive	5.97 	6	44647442	44655648
gnl.UG.Ssc.S23212964	3	53647013	additive	6.90 	3	61248709	61263951
PTG01_0002_F11	5	84526031	partial-dominant	4.62 	14	81892549	82002822
gnl.UG.Ssc.S46877183	4	63988841	additive	10.41 	NA	NA	NA
OVR01_0034_E04	1	183336668	additive	4.51 	1	182853801	182893684
gnl.UG.Ssc.S35171445	13	155052948	additive	4.54 	10	71543471	71659364
gnl.UG.Ssc.S50184918	14	67506770	additive	4.84 	NA	NA	NA
LVRM1_0034_C04	17	5506024	additive	16.48 	GL895503.2	17830	27035
gnl.UG.Ssc.S26711583	15	53298652	additive	6.35 	NA	NA	NA
gnl.UG.Ssc.S20116232	14	21387116	additive	6.58 	13	199291020	199568630
gnl.UG.Ssc.S35165309	2	5200836	additive	4.71 	2	7559962	7714023
gnl.UG.Ssc.S43509601	7	29237824	additive	8.08 	7	29517205	29529204
OVRM1_0064_C01	2	2992926	additive	11.61 	13	31054738	31086642
gnl.UG.Ssc.S35171040	13	178777379	additive	4.72 	11	72092330	72161779
gnl.UG.Ssc.S26714485	11	82644705	additive	14.23 	NA	NA	NA
gnl.UG.Ssc.S35168184	10	11694257	additive	19.73 	10	11663247	11730329
gnl.UG.Ssc.S18385595	5	89787611	additive	10.06 	NA	NA	NA
gnl.UG.Ssc.S35173640	13	158949120	additive	5.12 	NA	NA	NA
gnl.UG.Ssc.S23693543	6	88445968	additive	8.82 	NA	NA	NA
gnl.UG.Ssc.S35174028	15	116461585	additive	12.72 	8	144739680	144855816
MLN01_0049_F07	2	110401343	additive	11.62 	NA	NA	NA
gnl.UG.Ssc.S22275809	1	163684754	additive	14.56 	GL896147.1	21	4821
gnl.UG.Ssc.S46877556	14	142951787	partial-dominant	4.50 	NA	NA	NA
gnl.UG.Ssc.S34521911	7	134631753	additive	9.87 	7	52971450	53021857
SMG01_0057_H06	10	76423843	additive	5.43 	NA	NA	NA
gnl.UG.Ssc.S31115838	2	157873832	additive	9.60 	NA	NA	NA
LVRM1_0040_A07	12	62729730	additive	4.61 	14	135129974	135165466
gnl.UG.Ssc.S40265019	1	20022938	additive	5.89 	NA	NA	NA
gnl.UG.Ssc.S23762630	15	108889109	additive	4.98 	GL893554.2	81972	112317
gnl.UG.Ssc.S18269890	1	14342009	additive	6.26 	NA	NA	NA
gnl.UG.Ssc.S40480739	3	79728804	additive	8.28 	NA	NA	NA
gnl.UG.Ssc.S40241735	13	15461045	additive	14.52 	13	14291815	14296664
ITT01_0095_E03	14	8775522	partial-dominant	4.82 	NA	NA	NA
gnl.UG.Ssc.S6038268	4	102767290	additive	18.60 	NA	NA	NA
SKNB1_0046_H02	7	100960569	additive	6.94 	NA	NA	NA
SMG01_0059_A02	6	145457494	additive	6.44 	NA	NA	NA
gnl.UG.Ssc.S46880188	16	38700968	additive	22.70 	4	135017070	135032511
gnl.UG.Ssc.S21557447	9	58287186	additive	7.67 	2	105833579	105861092
gnl.UG.Ssc.S50180688	3	56033515	additive	8.60 	NA	NA	NA
gnl.UG.Ssc.S19546716	5	64702426	additive	4.83 	NA	NA	NA
gnl.UG.Ssc.S17510187	12	27494574	additive	9.86 	NA	NA	NA
gnl.UG.Ssc.S26716864	6	37163254	additive	4.88 	NA	NA	NA
gnl.UG.Ssc.S35172079	6	153716165	additive	9.17 	GL895352.1	15711	29819
SPL01_0045_G03	17	11309798	additive	6.15 	NA	NA	NA
gnl.UG.Ssc.S23213093	15	140837387	additive	13.16 	3	100009942	100014286
gnl.UG.Ssc.S46875858	17	56528837	additive	9.45 	17	53876961	53897379
gnl.UG.Ssc.S21561077	6	41118553	additive	6.08 	NA	NA	NA
THY01_0061_D07	13	89771193	additive	8.29 	NA	NA	NA
gnl.UG.Ssc.S35166323	4	106041535	additive	13.15 	4	107910016	107923063
gnl.UG.Ssc.S40189756	12	18209803	additive	14.40 	NA	NA	NA
BKFL1_0059_A12	6	137315142	additive	12.10 	6	137377946	137434247
gnl.UG.Ssc.S40469708	15	133970166	additive	12.24 	NA	NA	NA
gnl.UG.Ssc.S29984112	9	121409854	additive	8.73 	NA	NA	NA
gnl.UG.Ssc.S39892248	9	20355090	additive	8.91 	NA	NA	NA
OVRM1_0153_A01	3	133595814	additive	7.67 	NA	NA	NA
gnl.UG.Ssc.S6012534	6	37163254	additive	6.30 	7	72987129	72997931
gnl.UG.Ssc.S18387300	17	38521013	additive	6.84 	NA	NA	NA
gnl.UG.Ssc.S18357751	1	229070844	additive	6.72 	1	250124995	250145630
gnl.UG.Ssc.S23766574	10	120016	additive	18.68 	NA	NA	NA
OVRM1_0071_C05	2	6739519	additive	8.05 	NA	NA	NA
gnl.UG.Ssc.S18313839	10	77623992	additive	16.36 	NA	NA	NA
gnl.UG.Ssc.S46880277	4	7002305	additive	21.53 	NA	NA	NA
gnl.UG.Ssc.S34498248	10	6354	additive	8.02 	NA	NA	NA
gnl.UG.Ssc.S18358285	14	31299334	additive	5.01 	8	55108280	55148770
PTG01_0064_H03	7	2133695	additive	7.73 	NA	NA	NA
gnl.UG.Ssc.S35173140	15	19211189	additive	6.91 	15	18554535	18589911
gnl.UG.Ssc.S26735373	1	119004005	additive	8.94 	1	110332948	110410112
gnl.UG.Ssc.S23213232	7	103910821	additive	7.85 	7	103573074	103582623
gnl.UG.Ssc.S35168274	1	185541388	additive	5.61 	1	212754937	212764272
gnl.UG.Ssc.S35167197	3	17405985	additive	5.14 	3	16560349	16629075
gnl.UG.Ssc.S39993598	3	119316058	additive	20.86 	NA	NA	NA
BKFL1_0021_E09	3	34622458	additive	4.69 	NA	NA	NA
gnl.UG.Ssc.S6014479	6	6150222	additive	21.32 	NA	NA	NA
gnl.UG.Ssc.S23755435	12	11720468	additive	5.01 	NA	NA	NA
gnl.UG.Ssc.S5998272	5	11125650	additive	4.63 	X	67050831	67104842
gnl.UG.Ssc.S6665112	8	77104328	additive	7.38 	NA	NA	NA
gnl.UG.Ssc.S23698740	1	147160858	additive	6.03 	1	136458261	136513293
DCI01_0107_E11	5	39505482	additive	17.16 	5	38393190	38419059
gnl.UG.Ssc.S43509655	2	66274569	additive	10.15 	NA	NA	NA
gnl.UG.Ssc.S46879765	4	124955662	additive	11.25 	NA	NA	NA
gnl.UG.Ssc.S34531381	7	56819186	partial-dominant	5.71 	NA	NA	NA
gnl.UG.Ssc.S6061417	15	35048496	additive	4.52 	5	22912634	22914580
gnl.UG.Ssc.S18361152	1	307442129	additive	7.95 	NA	NA	NA
gnl.UG.Ssc.S18355035	15	76266102	additive	4.53 	6	35409180	35476436
gnl.UG.Ssc.S19537373	1	310717509	partial-dominant	4.54 	NA	NA	NA
gnl.UG.Ssc.S18279025	2	19206291	additive	5.61 	NA	NA	NA
gnl.UG.Ssc.S35166602	16	11287880	additive	9.24 	NA	NA	NA
SMG01_0007_H12	7	130982643	additive	14.19 	NA	NA	NA
OVRM1_0186_E04	12	724868	additive	16.08 	NA	NA	NA
gnl.UG.Ssc.S40316653	10	9818909	additive	9.07 	2	6497805	6512966
gnl.UG.Ssc.S23213206	15	135083981	additive	10.72 	15	134425137	134437835
gnl.UG.Ssc.S35169593	2	149809588	additive	13.50 	2	149690657	149696708
MLTL1_0029_B03	1	16505961	additive	5.75 	NA	NA	NA
OVR01_0071_D10	6	94624455	additive	8.29 	NA	NA	NA
gnl.UG.Ssc.S26721068	13	159112745	additive	4.61 	NA	NA	NA
SKNB1_0087_H02	14	10716778	additive	6.11 	14	7446930	7698221
ITT01_0081_D07	8	125083628	additive	6.51 	7	27545251	27547161
gnl.UG.Ssc.S40527391	8	20573269	additive	13.10 	NA	NA	NA
gnl.UG.Ssc.S23698097	16	22265352	additive	12.00 	16	22523649	22574196
gnl.UG.Ssc.S40496968	14	116664345	additive	17.69 	NA	NA	NA
gnl.UG.Ssc.S39940723	4	137076092	additive	12.68 	NA	NA	NA
gnl.UG.Ssc.S35167701	15	131105330	additive	5.53 	NA	NA	NA
gnl.UG.Ssc.S34517545	11	3698483	additive	4.88 	NA	NA	NA
gnl.UG.Ssc.S23212867	2	44827258	additive	5.33 	2	65675012	65682841
gnl.UG.Ssc.S35169493	13	156408847	additive	7.15 	13	157180878	157193543
TCH01_0100_E07	10	13371797	additive	6.51 	10	16598158	16636256
gnl.UG.Ssc.S40352145	6	23810725	additive	4.71 	NA	NA	NA
gnl.UG.Ssc.S35170972	15	137390654	additive	16.23 	NA	NA	NA
gnl.UG.Ssc.S19545040	3	10698128	additive	4.63 	9	125431812	125532069
gnl.UG.Ssc.S40498462	17	66789421	partial-dominant	4.61 	2	3968534	3976217
gnl.UG.Ssc.S35167196	12	13007194	additive	4.99 	NA	NA	NA
gnl.UG.Ssc.S40317889	7	21031127	additive	4.78 	NA	NA	NA
gnl.UG.Ssc.S40497259	1	125235883	additive	5.68 	NA	NA	NA
gnl.UG.Ssc.S23691996	6	65612144	additive	8.18 	NA	NA	NA
gnl.UG.Ssc.S19226930	10	9818909	additive	6.36 	2	7218448	7220218
gnl.UG.Ssc.S35326767	14	66363910	additive	5.53 	NA	NA	NA
gnl.UG.Ssc.S29987247	1	307934149	additive	13.25 	NA	NA	NA
gnl.UG.Ssc.S35165271	18	37016401	additive	5.66 	NA	NA	NA
gnl.UG.Ssc.S39545434	3	56106383	additive	10.26 	3	53962452	54047092
ITT01_0071_D08	1	179235127	additive	10.31 	1	182181554	182190396
OVR01_0075_E10	2	157613113	additive	14.58 	2	157276623	157283073
gnl.UG.Ssc.S39851416	12	8448660	additive	5.41 	NA	NA	NA
gnl.UG.Ssc.S35168708	18	127050	additive	5.15 	NA	NA	NA
gnl.UG.Ssc.S35166463	13	13928440	additive	26.21 	13	14291815	14296664
gnl.UG.Ssc.S35174002	10	15903969	additive	7.37 	10	15889618	15908449
gnl.UG.Ssc.S35173675	13	78935288	additive	10.70 	NA	NA	NA
gnl.UG.Ssc.S35168495	13	87804866	additive	7.47 	13	87874613	87898529
gnl.UG.Ssc.S50209641	6	24174352	additive	5.29 	NA	NA	NA
gnl.UG.Ssc.S50371661	9	127893807	additive	5.54 	13	200127201	200135726
gnl.UG.Ssc.S46878714	5	30432695	additive	7.29 	7	70090723	70112537
DCI01_0065_F02	5	34507122	additive	7.66 	NA	NA	NA
gnl.UG.Ssc.S35170553	6	86536334	partial-dominant	5.29 	NA	NA	NA
gnl.UG.Ssc.S35173488	2	92661845	additive	11.00 	NA	NA	NA
gnl.UG.Ssc.S20116284	6	47573330	additive	6.04 	6	45444859	45454620
gnl.UG.Ssc.S35166324	8	92443726	partial-dominant	4.63 	8	75410919	75440388
gnl.UG.Ssc.S35171145	7	105161320	additive	16.57 	NA	NA	NA
gnl.UG.Ssc.S35166265	10	8399395	additive	6.16 	10	10354223	10478457
gnl.UG.Ssc.S23768028	1	63541683	additive	6.16 	2	87181041	87191025
gnl.UG.Ssc.S40389384	6	20641134	additive	5.21 	NA	NA	NA
gnl.UG.Ssc.S39950472	7	7187201	additive	5.82 	NA	NA	NA
gnl.UG.Ssc.S23692774	15	1946339	additive	12.80 	15	1003620	1010816
gnl.UG.Ssc.S35165070	6	44351210	partial-dominant	4.67 	6	41551139	41578425
gnl.UG.Ssc.S6055548	10	3210462	additive	4.81 	NA	NA	NA
gnl.UG.Ssc.S38483118	2	146392242	additive	16.77 	NA	NA	NA
gnl.UG.Ssc.S46879049	10	59815833	partial-dominant	4.74 	7	128045533	128128114
gnl.UG.Ssc.S18385893	14	142055221	additive	9.87 	NA	NA	NA
gnl.UG.Ssc.S35166454	10	72856444	additive	12.06 	NA	NA	NA
ADR01_0068_D04	1	110118325	additive	6.06 	1	109591051	109606006
gnl.UG.Ssc.S11319344	11	2686928	additive	19.97 	NA	NA	NA
gnl.UG.Ssc.S46877031	14	104872741	additive	8.66 	14	95245299	95280923
gnl.UG.Ssc.S35169073	10	56136413	additive	13.58 	10	77690723	77740523
gnl.UG.Ssc.S35174219	1	48200265	additive	5.21 	1	62558689	62588854
gnl.UG.Ssc.S40104532	9	39620667	additive	9.37 	9	39464926	39841255
gnl.UG.Ssc.S35173131	4	73851996	additive	8.28 	5	24934481	24979159
gnl.UG.Ssc.S18549348	15	36670630	additive	9.28 	NA	NA	NA
gnl.UG.Ssc.S46876020	17	34888048	additive	8.61 	17	34950891	34988723
gnl.UG.Ssc.S35173844	4	126374636	additive	6.48 	NA	NA	NA
gnl.UG.Ssc.S18553496	7	124941962	additive	10.22 	NA	NA	NA
gnl.UG.Ssc.S40132479	18	38640641	additive	7.25 	18	44530655	44556141
LVRM1_0071_A11	17	44369566	additive	6.42 	2	61176944	61196619
gnl.UG.Ssc.S46877103	14	140712034	additive	8.11 	14	140498360	140537959
PTG01_0059_C11	16	51686047	additive	27.88 	NA	NA	NA
gnl.UG.Ssc.S23212919	15	156793131	additive	8.07 	NA	NA	NA
MLTL1_0002_B12	13	35291988	additive	7.70 	NA	NA	NA
gnl.UG.Ssc.S34527926	3	44725638	additive	6.63 	1	62447069	62456156
gnl.UG.Ssc.S46876352	7	110250840	additive	5.30 	NA	NA	NA
gnl.UG.Ssc.S18380537	14	8775522	additive	5.83 	3	112931652	112950249
gnl.UG.Ssc.S35169433	15	14674531	additive	8.49 	15	18593801	18607332
gnl.UG.Ssc.S46880973	1	268951221	additive	7.08 	1	267875444	267886719
gnl.UG.Ssc.S46879210	5	54967272	additive	5.70 	5	37233902	37330156
gnl.UG.Ssc.S35166987	6	50638891	additive	13.06 	NA	NA	NA
gnl.UG.Ssc.S17509876	17	44369566	additive	5.37 	2	81927289	81940706
gnl.UG.Ssc.S46877738	13	14075466	additive	12.04 	13	14229338	14292192
gnl.UG.Ssc.S17512049	7	27592635	additive	7.97 	7	26678637	26679031
gnl.UG.Ssc.S46879303	1	143720476	additive	6.19 	5	23659084	23666696
gnl.UG.Ssc.S35171667	6	53526888	additive	10.71 	6	54537560	54542884
gnl.UG.Ssc.S35170568	10	16738811	additive	31.58 	NA	NA	NA
gnl.UG.Ssc.S35167202	7	106779379	additive	5.65 	18	50027131	50035206
gnl.UG.Ssc.S35167924	14	11279239	additive	5.34 	14	6954990	6963583
gnl.UG.Ssc.S35168602	17	11718630	additive	7.35 	9	7555207	7570361
gnl.UG.Ssc.S35169586	5	30398470	additive	6.74 	NA	NA	NA
gnl.UG.Ssc.S35165878	16	14404612	additive	5.05 	NA	NA	NA
gnl.UG.Ssc.S40547496	17	45049963	additive	4.67 	10	8644061	8823152
gnl.UG.Ssc.S22278850	15	88117579	additive	6.67 	NA	NA	NA
gnl.UG.Ssc.S35170168	6	851457	additive	17.32 	6	231306	235927
gnl.UG.Ssc.S23700002	16	85723254	additive	11.61 	16	85609822	85615984
gnl.UG.Ssc.S40405838	11	12687697	additive	8.23 	NA	NA	NA
MLTL1_0042_A04	1	11012998	additive	4.61 	5	24383139	24390317
gnl.UG.Ssc.S39900951	2	6667399	additive	5.04 	NA	NA	NA
SMG01_0072_H09	16	38700968	additive	8.66 	NA	NA	NA
gnl.UG.Ssc.S35173004	8	20727848	partial-dominant	5.04 	13	73092172	73102714
gnl.UG.Ssc.S31120558	1	217544827	additive	8.37 	NA	NA	NA
gnl.UG.Ssc.S46879066	7	16826624	additive	9.76 	NA	NA	NA
gnl.UG.Ssc.S35170146	8	134447449	partial-dominant	5.78 	8	131053514	131106151
gnl.UG.Ssc.S18382677	10	25845373	additive	7.77 	NA	NA	NA
gnl.UG.Ssc.S35173040	14	153244381	additive	23.50 	14	153216311	153221497
gnl.UG.Ssc.S23763174	15	106243180	additive	6.12 	NA	NA	NA
gnl.UG.Ssc.S35174279	1	144006972	additive	6.32 	1	143740363	143781713
gnl.UG.Ssc.S40166203	3	66384152	partial-dominant	4.86 	3	59834045	59864868
LVRM1_0174_C09	14	51869913	additive	8.38 	14	53014682	53026872
gnl.UG.Ssc.S35165616	1	202780349	additive	14.96 	NA	NA	NA
OVRM1_0184_H03	13	110567483	additive	10.01 	10	37388286	37405755
OVRM1_0184_H03	2	160085066	additive	10.01 	10	37388286	37405755
gnl.UG.Ssc.S35167682	12	1779278	additive	4.89 	18	59906525	59922109
THY01_0037_E11	7	33966518	additive	11.59 	7	32750198	33022968
gnl.UG.Ssc.S17524503	6	66228290	additive	6.80 	5	66432584	66443844
gnl.UG.Ssc.S26722216	1	277344365	additive	4.92 	17	6277561	6295164
gnl.UG.Ssc.S35174271	5	67429421	additive	4.98 	5	64827997	64857595
gnl.UG.Ssc.S35167239	6	44985575	additive	9.58 	6	50318835	50328168
gnl.UG.Ssc.S25095131	8	77313432	additive	4.93 	NA	NA	NA
gnl.UG.Ssc.S34533312	8	75662581	additive	7.27 	NA	NA	NA
gnl.UG.Ssc.S35173162	1	50665978	additive	4.71 	1	35795801	35851239
gnl.UG.Ssc.S31107148	15	26918484	additive	8.41 	GL894404.1	6996	13088
gnl.UG.Ssc.S18547537	3	21358554	additive	5.38 	NA	NA	NA
gnl.UG.Ssc.S35173902	9	116059241	additive	6.10 	5	60965351	60987579
gnl.UG.Ssc.S35164827	4	1322698	additive	4.76 	4	2425325	2427426
gnl.UG.Ssc.S23212804	15	1443718	additive	5.14 	15	1003620	1010816
gnl.UG.Ssc.S35173953	1	169829106	additive	5.83 	7	42469121	42473303
gnl.UG.Ssc.S26721666	5	84430589	additive	17.06 	NA	NA	NA
gnl.UG.Ssc.S35170365	1	308971674	additive	9.35 	6	50065154	50078153
gnl.UG.Ssc.S18547382	2	3958244	additive	7.81 	NA	NA	NA
gnl.UG.Ssc.S18277073	5	52812604	partial-dominant	4.65 	NA	NA	NA
gnl.UG.Ssc.S23213142	17	44369566	additive	5.02 	2	66289564	66295135
gnl.UG.Ssc.S6000904	3	13304570	additive	10.66 	NA	NA	NA
MLN01_0018_G03	17	44737587	additive	8.52 	17	46039731	46049992
gnl.UG.Ssc.S39854186	4	103960092	additive	13.45 	NA	NA	NA
gnl.UG.Ssc.S17516920	1	29218840	additive	15.87 	NA	NA	NA
gnl.UG.Ssc.S18386757	6	53643275	additive	32.90 	NA	NA	NA
MLN01_0071_E09	7	116718135	additive	5.04 	12	32843	43829
gnl.UG.Ssc.S29989773	10	25845373	additive	8.82 	NA	NA	NA
gnl.UG.Ssc.S46880191	4	133415100	additive	18.56 	4	134085867	134202787
gnl.UG.Ssc.S35167732	9	144657497	additive	7.54 	9	146263788	146265474
gnl.UG.Ssc.S5995996	6	112385654	additive	4.76 	12	20871711	20875742
ITT01_0015_D05	7	27826201	additive	8.07 	7	26678624	26684662
gnl.UG.Ssc.S35167829	6	147476199	additive	17.16 	GL895158.1	8214	10603
gnl.UG.Ssc.S29469947	11	51967299	additive	6.74 	11	54691946	54718001
gnl.UG.Ssc.S23770734	1	130121507	partial-dominant	4.66 	NA	NA	NA
gnl.UG.Ssc.S52535119	17	45602515	additive	5.75 	17	43729704	43734474
THY01_0003_A09	16	37478026	additive	8.14 	16	51246712	51272145
gnl.UG.Ssc.S6091781	2	106982661	additive	7.30 	2	106934106	107128389
gnl.UG.Ssc.S40209220	3	19164312	additive	5.10 	NA	NA	NA
LNG01_0068_A09	7	78495975	additive	10.05 	7	80053751	80058487
gnl.UG.Ssc.S39967823	3	83943514	additive	8.05 	14	66203097	66246731
gnl.UG.Ssc.S35164703	4	4597888	additive	5.76 	NA	NA	NA
gnl.UG.Ssc.S40270517	9	100985297	additive	6.29 	9	100959712	100968624
gnl.UG.Ssc.S40162980	15	22961387	partial-dominant	4.76 	NA	NA	NA
gnl.UG.Ssc.S39854232	1	16505961	additive	8.96 	NA	NA	NA
gnl.UG.Ssc.S35167682	18	58822946	additive	6.91 	18	59906525	59922109
gnl.UG.Ssc.S35169423	6	16827063	additive	4.86 	NA	NA	NA
gnl.UG.Ssc.S35168476	1	208707283	additive	12.02 	NA	NA	NA
gnl.UG.Ssc.S6080640	6	84595459	additive	6.83 	NA	NA	NA
gnl.UG.Ssc.S35172249	12	5481852	additive	4.55 	5	93613304	93638338
gnl.UG.Ssc.S46877630	13	143624457	additive	17.25 	13	141225232	141253596
LVRM1_0098_D02	2	109765071	additive	5.30 	2	83187379	83236070
gnl.UG.Ssc.S6667071	6	76878839	additive	8.12 	6	77873689	77881717
gnl.UG.Ssc.S35173386	13	98072328	additive	24.71 	13	98089279	98228641
TES01_0020_F02	6	53833374	additive	7.31 	NA	NA	NA
SPL01_0082_D03	3	29894909	additive	4.53 	3	19846364	19869474
gnl.UG.Ssc.S40226524	10	49305902	additive	21.51 	NA	NA	NA
gnl.UG.Ssc.S23768055	3	21358554	additive	4.77 	5	2124931	2157974
gnl.UG.Ssc.S35174023	6	154746648	additive	4.71 	4	117723361	117723558
gnl.UG.Ssc.S39933515	13	22785482	additive	6.59 	NA	NA	NA
gnl.UG.Ssc.S40048956	16	57990322	additive	5.85 	NA	NA	NA
gnl.UG.Ssc.S6082550	6	150417149	additive	5.36 	NA	NA	NA
gnl.UG.Ssc.S35170501	13	21956708	additive	4.94 	8	34048456	34405243
gnl.UG.Ssc.S35166198	14	79023018	additive	8.54 	14	79591564	79629916
OVR01_0051_G11	1	59316715	additive	5.18 	NA	NA	NA
gnl.UG.Ssc.S46879084	7	9976814	additive	40.03 	7	9976369	10048579
UTR01_0013_G04	17	10536973	additive	15.30 	8	139940906	139943304
gnl.UG.Ssc.S23755372	1	105922025	additive	4.68 	9	72145487	72173687
gnl.UG.Ssc.S23213367	4	109037467	additive	8.27 	NA	NA	NA
gnl.UG.Ssc.S18554672	5	5816856	partial-dominant	4.92 	5	5208978	5250358
gnl.UG.Ssc.S30930820	12	51604624	partial-dominant	4.99 	12	56822669	56823739
gnl.UG.Ssc.S26732119	11	19897622	additive	4.89 	2	79564324	79619161
gnl.UG.Ssc.S23757683	3	63337781	additive	5.04 	NA	NA	NA
OVRM1_0002_C08	4	106343034	additive	4.70 	NA	NA	NA
UTR01_0098_A08	3	36602705	additive	11.15 	3	32799270	32920709
gnl.UG.Ssc.S40081684	1	36428321	additive	4.78 	NA	NA	NA
gnl.UG.Ssc.S6059254	10	9818909	additive	5.73 	NA	NA	NA
gnl.UG.Ssc.S46879730	4	73747755	additive	5.52 	4	74654819	74698666
gnl.UG.Ssc.S35168029	1	306878116	additive	13.38 	NA	NA	NA
gnl.UG.Ssc.S46877139	14	135271348	additive	12.29 	14	135285101	135358491
gnl.UG.Ssc.S20116664	4	148835	additive	10.60 	4	599697	609272
gnl.UG.Ssc.S46880901	1	183913205	additive	4.56 	1	210243302	210276706
gnl.UG.Ssc.S26722126	6	72360467	additive	5.36 	NA	NA	NA
gnl.UG.Ssc.S35167289	6	112330376	additive	5.64 	NA	NA	NA
gnl.UG.Ssc.S35167679	13	27921571	additive	4.75 	13	26291237	26304508
gnl.UG.Ssc.S23692774	17	106110	additive	6.45 	15	1003620	1010816
gnl.UG.Ssc.S35169826	3	107364935	additive	13.28 	3	107530264	107550665
OVRM1_0172_H09	3	6225139	additive	6.94 	3	11003785	11031697
gnl.UG.Ssc.S35173375	10	27600557	additive	4.69 	7	124844706	124865657
ADR01_0077_A01	8	88011897	additive	9.43 	3	2208308	2216863
TES01_0062_A03	12	55575876	additive	5.17 	NA	NA	NA
MLN01_0053_F10	1	68359366	additive	5.93 	3	758420	762534
OVR01_0032_E01	2	151248688	additive	4.50 	17	37196590	37201885
gnl.UG.Ssc.S35169178	4	107006268	additive	8.74 	12	23993278	23997741
gnl.UG.Ssc.S26719599	11	219600	additive	5.07 	NA	NA	NA
gnl.UG.Ssc.S40501175	15	53298652	additive	9.11 	NA	NA	NA
gnl.UG.Ssc.S35167987	12	15191936	additive	14.59 	12	15217902	15285638
OVR01_0070_A04	4	81067407	additive	4.88 	4	81090105	81122727
PTG01_0030_C10	6	112385654	additive	14.43 	12	21047673	21055845
gnl.UG.Ssc.S16516522	5	5355995	additive	5.71 	NA	NA	NA
gnl.UG.Ssc.S35172993	10	35337090	additive	9.97 	GL896278.1	4623	8085
gnl.UG.Ssc.S35168060	10	76515166	additive	4.74 	17	11790234	11878618
gnl.UG.Ssc.S35174086	9	40056150	additive	8.47 	GL896147.1	21	4821
gnl.UG.Ssc.S35166428	8	124804112	additive	12.67 	NA	NA	NA
gnl.UG.Ssc.S35165596	3	118730225	additive	5.58 	3	119084107	119135331
gnl.UG.Ssc.S18281375	9	129626	additive	5.23 	6	26738903	26754724
TCH01_0070_B06	7	727044	additive	5.06 	NA	NA	NA
gnl.UG.Ssc.S17510000	3	13304570	additive	6.02 	6	45173190	45196492
LVRM1_0040_E12	4	100212108	additive	13.54 	X	46325399	46371634
gnl.UG.Ssc.S26730697	5	81316162	additive	7.48 	NA	NA	NA
gnl.UG.Ssc.S40154325	8	88011897	additive	10.35 	3	873366	879193
gnl.UG.Ssc.S35164228	1	301540532	additive	6.75 	1	303093222	303107386
