trait	chr	pos	CI_logP	eQTL_Type	cis_trans	logP_AD_A	logP_AD
gnl.UG.Ssc.S35170645	7	49567748	49567748-119330129	partial-dominant	NA	0.45 	4.60 
gnl.UG.Ssc.S35165733	10	73265934	69985989-73273717	additive	cis	0.45 	20.21 
gnl.UG.Ssc.S40283789	4	10686153	10686153-10686153	additive	NA	0.45 	7.35 
gnl.UG.Ssc.S5992364	1	263248527	256372239-263248527	partial-dominant	NA	0.45 	10.72 
gnl.UG.Ssc.S38482418	17	35923016	34226441-35923016	partial-dominant	trans	0.45 	10.78 
PTG01_0003_E03	1	304843284	177284527-306873311	partial-dominant	NA	0.45 	4.64 
gnl.UG.Ssc.S35167329	10	9818909	9818909-9818909	partial-dominant	trans	0.45 	5.09 
gnl.UG.Ssc.S40417922	12	11402966	11208549-12594833	partial-dominant	NA	0.45 	4.63 
gnl.UG.Ssc.S35164281	8	45750461	45750461-133950496	partial-dominant	NA	0.45 	4.59 
gnl.UG.Ssc.S35164215	2	87007147	87007147-111809663	partial-dominant	cis	0.45 	12.16 
gnl.UG.Ssc.S39925138	13	29002222	13063614-32309148	partial-dominant	NA	0.45 	5.54 
gnl.UG.Ssc.S40081786	12	51604624	46592669-57444567	partial-dominant	NA	0.45 	10.39 
gnl.UG.Ssc.S17526738	18	36540809	12618802-40910375	partial-dominant	NA	0.45 	4.50 
gnl.UG.Ssc.S31130503	1	191800548	158936835-205288027	additive	NA	0.45 	10.57 
gnl.UG.Ssc.S34529071	2	146488537	146488537-147793161	partial-dominant	NA	0.45 	5.99 
gnl.UG.Ssc.S20116586	1	192863563	179828805-193998587	additive	trans	0.45 	6.69 
DCI01_0089_E03	13	157333546	157333546-192272753	additive	NA	0.45 	7.92 
gnl.UG.Ssc.S46876868	14	64406794	64406794-64406794	additive	cis	0.45 	18.43 
gnl.UG.Ssc.S40171241	13	3477201	3477201-3477201	additive	NA	0.45 	17.76 
THY01_0004_D02	7	7187201	7187201-7187201	partial-dominant	trans	0.45 	5.59 
gnl.UG.Ssc.S35166892	1	146067879	146067879-146067879	partial-dominant	trans	0.45 	6.75 
gnl.UG.Ssc.S34518349	6	16743458	16474971-16743458	partial-dominant	NA	0.45 	5.94 
SMG01_0004_G08	3	25018550	25018550-25018550	additive	trans	0.45 	7.68 
gnl.UG.Ssc.S35165648	14	143006518	143006518-143006518	additive	NA	0.45 	14.53 
SPL01_0024_A07	17	39094798	37207235-40081486	additive	cis	0.45 	9.85 
gnl.UG.Ssc.S40553249	1	13345867	13239931-14398220	additive	cis	0.45 	14.42 
gnl.UG.Ssc.S35173122	7	5091443	5091443-6543628	partial-dominant	NA	0.45 	8.55 
gnl.UG.Ssc.S35174017	7	56662624	55430662-63015572	additive	NA	0.45 	11.20 
gnl.UG.Ssc.S46880019	13	14816133	14816133-14816133	additive	trans	0.45 	6.38 
gnl.UG.Ssc.S35167161	1	277344365	277344365-277344365	additive	trans	0.44 	8.02 
OVR01_0002_F12	15	116461585	101921509-116461585	additive	trans	0.44 	9.35 
DCI01_0009_G07	6	65713476	65514430-126075089	partial-dominant	NA	0.44 	4.54 
gnl.UG.Ssc.S35173941	11	23473513	23201192-63864712	partial-dominant	NA	0.44 	5.67 
gnl.UG.Ssc.S35173310	8	129287055	115099064-137459007	partial-dominant	NA	0.44 	5.27 
gnl.UG.Ssc.S46877151	12	62729730	62729730-62729730	partial-dominant	trans	0.44 	4.65 
gnl.UG.Ssc.S46879443	5	10759678	10759678-11899846	additive	cis	0.44 	8.71 
gnl.UG.Ssc.S20116808	6	18610619	8338626-34035458	partial-dominant	cis	0.44 	5.33 
gnl.UG.Ssc.S35323194	15	130099697	130099697-131435815	additive	cis	0.44 	18.72 
gnl.UG.Ssc.S26715781	6	26948992	21661259-88445968	partial-dominant	NA	0.44 	4.50 
gnl.UG.Ssc.S27604264	7	56025148	14461290-134683639	partial-dominant	NA	0.44 	4.71 
gnl.UG.Ssc.S6666574	14	68754938	68754938-68754938	partial-dominant	NA	0.44 	5.43 
OVRM1_0148_D09	13	144946317	126943274-145009805	additive	NA	0.44 	10.39 
gnl.UG.Ssc.S35170757	18	39185391	39185391-39185391	additive	trans	0.44 	8.12 
gnl.UG.Ssc.S17503808	1	12713043	9586111-12713043	additive	NA	0.44 	11.76 
gnl.UG.Ssc.S35165740	12	45544483	45544483-46303370	additive	trans	0.44 	14.64 
gnl.UG.Ssc.S31986072	2	90128718	88424890-90951427	additive	trans	0.44 	25.38 
gnl.UG.Ssc.S23690607	5	46295477	46295477-46295477	additive	NA	0.44 	6.60 
gnl.UG.Ssc.S18554399	6	68706933	68706933-73935739	additive	cis	0.44 	8.01 
gnl.UG.Ssc.S35170971	2	59867578	53150488-78911171	additive	trans	0.44 	28.87 
gnl.UG.Ssc.S31107698	12	27684801	27684801-28196313	additive	NA	0.44 	11.49 
LVRM1_0127_A08	5	111166591	252858-111166591	partial-dominant	cis	0.44 	4.49 
gnl.UG.Ssc.S35173386	13	98072328	98072328-98489132	additive	cis	0.44 	22.80 
gnl.UG.Ssc.S47626205	15	138383490	135400109-152024615	additive	trans	0.44 	4.56 
gnl.UG.Ssc.S19551092	15	15083009	15083009-140059667	partial-dominant	trans	0.44 	5.14 
gnl.UG.Ssc.S18383678	8	26907428	26907428-127460871	partial-dominant	trans	0.44 	5.06 
gnl.UG.Ssc.S35169180	7	2431990	1705011-4260965	partial-dominant	cis	0.44 	5.82 
gnl.UG.Ssc.S6091051	7	23254681	16354696-24296167	additive	NA	0.44 	14.68 
gnl.UG.Ssc.S18553537	15	76266102	76266102-76266102	additive	NA	0.44 	8.05 
gnl.UG.Ssc.S23213279	10	9818909	9818909-9818909	additive	trans	0.44 	6.52 
gnl.UG.Ssc.S31108042	1	314046273	314046273-314046273	additive	NA	0.44 	17.70 
gnl.UG.Ssc.S31108042	15	55489138	55489138-55489138	additive	NA	0.44 	17.70 
gnl.UG.Ssc.S16771008	10	9818909	9818909-9818909	partial-dominant	NA	0.44 	4.85 
gnl.UG.Ssc.S46876164	15	53440738	53440738-54416152	additive	cis	0.44 	15.96 
gnl.UG.Ssc.S23772076	17	10536973	10536973-10536973	additive	NA	0.44 	8.60 
LNG01_0103_D01	2	34778097	18828505-118934685	partial-dominant	trans	0.44 	4.61 
gnl.UG.Ssc.S35169092	7	115874720	85500342-128042072	partial-dominant	trans	0.44 	4.93 
gnl.UG.Ssc.S34516221	5	86480453	84070383-86480453	partial-dominant	NA	0.44 	9.41 
gnl.UG.Ssc.S5993911	14	153745177	143230834-153745177	partial-dominant	NA	0.44 	5.70 
gnl.UG.Ssc.S22285532	1	143720476	143720476-143720476	partial-dominant	trans	0.44 	4.79 
gnl.UG.Ssc.S35170713	2	28900755	24976907-42377634	partial-dominant	NA	0.44 	6.23 
gnl.UG.Ssc.S40199032	13	159897035	159897035-159897035	additive	NA	0.44 	15.68 
gnl.UG.Ssc.S40209331	14	140454103	139663299-144739912	partial-dominant	NA	0.44 	8.05 
THY01_0091_H02	8	112965929	34415830-131690829	partial-dominant	trans	0.44 	4.95 
gnl.UG.Ssc.S40143823	7	51583116	51583116-51583116	additive	cis	0.44 	9.59 
gnl.UG.Ssc.S35167707	10	76423843	54839-76423843	additive	NA	0.44 	6.41 
gnl.UG.Ssc.S33333598	15	156793131	156793131-156793131	additive	trans	0.44 	6.99 
gnl.UG.Ssc.S18377857	1	313170644	313170644-313170644	additive	trans	0.43 	15.77 
gnl.UG.Ssc.S40526482	18	23969429	20338092-38756001	partial-dominant	NA	0.43 	7.61 
UTR01_0048_E04	10	11194964	11194964-11194964	partial-dominant	NA	0.43 	5.43 
gnl.UG.Ssc.S21581727	14	61731261	44298981-92180672	partial-dominant	NA	0.43 	4.95 
gnl.UG.Ssc.S40322875	3	56074358	46206833-68872452	partial-dominant	NA	0.43 	5.16 
gnl.UG.Ssc.S17515270	1	308971674	308971674-309125803	additive	trans	0.43 	13.01 
gnl.UG.Ssc.S35165080	10	76515166	76515166-76515166	partial-dominant	NA	0.43 	4.98 
gnl.UG.Ssc.S35166695	17	35815587	35815587-36832550	additive	NA	0.43 	18.89 
gnl.UG.Ssc.S46879303	7	116641353	114501243-128692841	partial-dominant	trans	0.43 	5.84 
PTG01_0059_C11	16	52476961	51686047-52476961	additive	NA	0.43 	18.85 
gnl.UG.Ssc.S35168060	17	11808997	11808997-11823117	additive	cis	0.43 	13.34 
gnl.UG.Ssc.S35168514	10	74124544	74124544-74124544	additive	cis	0.43 	42.67 
gnl.UG.Ssc.S35166630	12	46855900	45749901-53275077	partial-dominant	NA	0.43 	5.45 
gnl.UG.Ssc.S35171288	13	118712827	115174088-139265103	partial-dominant	trans	0.43 	4.84 
gnl.UG.Ssc.S19539863	10	61210473	48220800-61210473	partial-dominant	trans	0.43 	5.35 
gnl.UG.Ssc.S52535169	8	73863895	41123630-73904815	additive	trans	0.43 	13.27 
gnl.UG.Ssc.S23213034	15	138383490	138383490-138383490	partial-dominant	trans	0.43 	5.40 
gnl.UG.Ssc.S40161108	7	124941962	117355937-124941962	partial-dominant	trans	0.43 	5.03 
gnl.UG.Ssc.S40024098	17	11718630	11718630-11718630	additive	NA	0.43 	10.61 
gnl.UG.Ssc.S39933273	4	111835994	16335905-125874120	partial-dominant	trans	0.43 	5.04 
gnl.UG.Ssc.S35169682	15	26918484	26918484-26918484	partial-dominant	trans	0.43 	5.69 
gnl.UG.Ssc.S35172289	1	309125803	193538992-309125803	partial-dominant	NA	0.43 	5.36 
gnl.UG.Ssc.S40204729	4	107006268	107006268-107006268	additive	NA	0.43 	6.64 
gnl.UG.Ssc.S35165708	14	143692880	143692880-143776639	additive	NA	0.43 	5.58 
gnl.UG.Ssc.S35167707	12	24361576	24361576-24361576	additive	NA	0.43 	6.37 
gnl.UG.Ssc.S46879731	7	129856855	58476319-129856855	partial-dominant	trans	0.43 	4.90 
SPL01_0086_H10	17	44369566	44369566-44369566	additive	NA	0.43 	9.85 
gnl.UG.Ssc.S40103439	9	73102952	64441991-79191592	additive	NA	0.43 	7.44 
gnl.UG.Ssc.S35172231	5	46295477	46295477-46295477	additive	trans	0.43 	6.57 
gnl.UG.Ssc.S35174263	7	120094480	119674459-120094480	additive	NA	0.43 	26.42 
gnl.UG.Ssc.S18262083	18	13849670	13849670-14281312	additive	cis	0.43 	12.72 
gnl.UG.Ssc.S35165430	1	302086585	299432157-302328171	partial-dominant	cis	0.43 	7.27 
gnl.UG.Ssc.S23700168	7	3477165	1571651-5427096	partial-dominant	NA	0.43 	4.66 
gnl.UG.Ssc.S35167542	12	43555741	43555741-52828074	partial-dominant	trans	0.43 	7.15 
gnl.UG.Ssc.S29983793	2	53067453	33447317-66374171	additive	NA	0.43 	9.88 
gnl.UG.Ssc.S18385893	1	52418922	20364411-182105893	partial-dominant	NA	0.43 	4.81 
gnl.UG.Ssc.S23213365	10	6354	6354-241937	partial-dominant	trans	0.43 	5.27 
MLN01_0088_A06	1	18150850	17199275-19356435	additive	trans	0.43 	15.54 
gnl.UG.Ssc.S34513996	10	9818909	9818909-9818909	partial-dominant	NA	0.43 	7.52 
gnl.UG.Ssc.S43509685	7	102901720	79025097-125943001	partial-dominant	trans	0.43 	5.19 
gnl.UG.Ssc.S35173488	1	155942041	51457476-311725388	partial-dominant	NA	0.43 	4.55 
gnl.UG.Ssc.S18557126	18	50925627	20872812-53640822	partial-dominant	NA	0.43 	4.95 
gnl.UG.Ssc.S18383491	18	22129853	22129853-22658638	partial-dominant	NA	0.43 	5.12 
gnl.UG.Ssc.S35168844	1	309589476	43954624-309589476	partial-dominant	trans	0.43 	4.59 
gnl.UG.Ssc.S46881148	1	305145609	304843284-305211691	additive	cis	0.43 	28.05 
gnl.UG.Ssc.S17513710	6	53833374	53833374-53833374	additive	NA	0.43 	30.66 
OVRM1_0054_F03	10	35337090	35337090-35337090	additive	NA	0.43 	18.63 
gnl.UG.Ssc.S34496121	12	12686031	12686031-14208800	additive	NA	0.43 	13.92 
LVRM1_0076_G03	7	15910242	5427096-123718332	partial-dominant	trans	0.43 	4.84 
gnl.UG.Ssc.S46879066	1	24304332	24304332-24304332	partial-dominant	NA	0.43 	4.90 
gnl.UG.Ssc.S35166738	12	2690149	2690149-4174208	additive	NA	0.43 	46.13 
gnl.UG.Ssc.S35169785	5	80472099	80472099-80472099	partial-dominant	NA	0.43 	4.63 
gnl.UG.Ssc.S46879602	4	65814703	36756115-70291983	partial-dominant	trans	0.43 	6.19 
gnl.UG.Ssc.S35164134	2	83080749	35962897-119096394	partial-dominant	NA	0.43 	5.23 
gnl.UG.Ssc.S40200378	14	21387116	21387116-21387116	additive	NA	0.43 	8.17 
gnl.UG.Ssc.S35174084	18	21362149	9173510-26252063	additive	cis	0.43 	8.86 
gnl.UG.Ssc.S46879612	4	34156810	34156810-82154248	partial-dominant	trans	0.43 	4.72 
PTG01_0001_B06	12	18699257	16200087-24680337	additive	trans	0.43 	8.95 
gnl.UG.Ssc.S17526747	14	6783995	6783995-7654009	additive	NA	0.43 	12.69 
gnl.UG.Ssc.S19547555	1	270243385	270243385-282033624	additive	cis	0.42 	10.25 
gnl.UG.Ssc.S35165311	15	15083009	15083009-117071426	additive	trans	0.42 	5.01 
gnl.UG.Ssc.S31101544	8	128899782	122655970-142707308	partial-dominant	cis	0.42 	5.65 
gnl.UG.Ssc.S26734337	7	37109781	7187201-119107637	partial-dominant	NA	0.42 	4.61 
gnl.UG.Ssc.S18555557	4	30364476	30364476-30364476	additive	NA	0.42 	5.82 
gnl.UG.Ssc.S26735527	7	119633844	10181246-125047630	partial-dominant	trans	0.42 	4.99 
gnl.UG.Ssc.S46879118	5	30432695	30432695-30432695	additive	trans	0.42 	6.83 
gnl.UG.Ssc.S18357288	12	14161646	12688650-15320259	partial-dominant	NA	0.42 	5.24 
gnl.UG.Ssc.S35165227	6	34035458	34035458-34035458	additive	cis	0.42 	12.47 
gnl.UG.Ssc.S23689591	6	145657057	145657057-145657057	additive	NA	0.42 	15.63 
gnl.UG.Ssc.S19543384	14	30740795	30451601-30740795	additive	NA	0.42 	12.77 
gnl.UG.Ssc.S35173123	4	10686153	10686153-113046689	additive	trans	0.42 	4.86 
gnl.UG.Ssc.S40146297	5	102816448	102816448-103748221	additive	NA	0.42 	9.08 
gnl.UG.Ssc.S23755332	2	72356931	72356931-72356931	additive	NA	0.42 	29.93 
gnl.UG.Ssc.S35170603	4	96854257	95878790-97798536	additive	cis	0.42 	12.51 
gnl.UG.Ssc.S34510730	18	57260307	55050160-60911033	partial-dominant	NA	0.42 	6.88 
PTG01_0023_B12	14	136868271	9070860-145945750	partial-dominant	trans	0.42 	5.03 
gnl.UG.Ssc.S22310843	2	6527381	1250516-150137490	partial-dominant	NA	0.42 	4.52 
gnl.UG.Ssc.S40323669	1	11468888	9775693-11468888	additive	cis	0.42 	11.07 
gnl.UG.Ssc.S40184013	13	157148579	15500663-185233204	partial-dominant	trans	0.42 	4.76 
OVRM1_0127_D06	12	47828412	46575187-48693969	additive	NA	0.42 	17.99 
gnl.UG.Ssc.S35167161	17	6930612	6303977-8278751	additive	cis	0.42 	16.23 
gnl.UG.Ssc.S35173794	1	303886984	301560419-307442129	additive	NA	0.42 	8.53 
gnl.UG.Ssc.S35166301	8	59533854	32150662-111375106	partial-dominant	NA	0.42 	4.80 
gnl.UG.Ssc.S18548660	3	68009516	18697815-109964781	partial-dominant	trans	0.42 	4.92 
gnl.UG.Ssc.S35164666	5	20495524	20495524-23002609	partial-dominant	NA	0.42 	6.58 
LVRM1_0108_C10	15	15083009	15083009-15083009	additive	trans	0.42 	8.03 
gnl.UG.Ssc.S31112819	4	100247155	100247155-100247155	additive	NA	0.42 	7.03 
gnl.UG.Ssc.S35167853	15	156793131	156793131-156793131	additive	trans	0.42 	7.87 
gnl.UG.Ssc.S46878254	1	24304332	16038746-24304332	additive	trans	0.42 	5.03 
gnl.UG.Ssc.S26711278	4	71729884	62152375-79645252	partial-dominant	trans	0.42 	5.84 
gnl.UG.Ssc.S18552425	2	90946045	88424890-90951427	additive	NA	0.42 	22.71 
gnl.UG.Ssc.S35167237	10	54839	54839-25502240	additive	trans	0.42 	5.00 
gnl.UG.Ssc.S36661000	3	25018550	25018550-25018550	additive	trans	0.42 	8.73 
gnl.UG.Ssc.S46878782	7	65712373	52777990-74542493	additive	trans	0.42 	5.82 
TES01_0020_F02	11	51592335	50386997-67750783	partial-dominant	NA	0.42 	5.25 
gnl.UG.Ssc.S40322429	5	69177432	69177432-80722735	partial-dominant	cis	0.42 	9.56 
gnl.UG.Ssc.S35167746	15	17061998	9402496-27802861	partial-dominant	NA	0.42 	6.51 
gnl.UG.Ssc.S31121832	13	21956708	21956708-21956708	additive	trans	0.42 	5.33 
gnl.UG.Ssc.S46879448	7	54688117	54688117-54688117	additive	NA	0.42 	12.40 
gnl.UG.Ssc.S39995107	4	129654867	128440847-130022371	additive	NA	0.42 	13.81 
gnl.UG.Ssc.S35167014	5	38528301	38528301-38528301	additive	NA	0.42 	13.27 
gnl.UG.Ssc.S26393989	7	121856606	117482174-124092439	partial-dominant	NA	0.42 	6.69 
gnl.UG.Ssc.S39810276	11	26377211	20330893-50854968	additive	NA	0.42 	9.11 
gnl.UG.Ssc.S52535116	8	5172632	5131733-8548660	additive	cis	0.42 	9.45 
OVRM1_0213_E11	14	37292007	37168552-37748009	additive	cis	0.42 	20.08 
gnl.UG.Ssc.S46880504	7	37333615	37333615-120751772	partial-dominant	trans	0.42 	4.80 
LVRM1_0166_D04	13	37503778	30329083-38310437	additive	cis	0.41 	12.83 
gnl.UG.Ssc.S35172681	17	60805062	51007646-64069572	partial-dominant	trans	0.41 	6.28 
TCH01_0093_H11	1	305145609	305110723-305774749	additive	NA	0.41 	28.40 
gnl.UG.Ssc.S40288208	10	60534266	50535773-77434780	partial-dominant	NA	0.41 	5.96 
gnl.UG.Ssc.S35164225	18	49262563	48854249-49991095	additive	NA	0.41 	12.02 
DCI01_0089_E03	14	29649392	25425042-36457355	partial-dominant	NA	0.41 	4.56 
gnl.UG.Ssc.S35168240	15	134006845	31207673-136814861	partial-dominant	NA	0.41 	4.99 
gnl.UG.Ssc.S35168103	9	1121383	449070-11836128	additive	trans	0.41 	7.81 
gnl.UG.Ssc.S18549962	17	49528763	49528763-49528763	additive	trans	0.41 	8.32 
gnl.UG.Ssc.S46880692	8	12881419	12308541-16878357	partial-dominant	trans	0.41 	5.02 
gnl.UG.Ssc.S39788818	14	96177640	93791750-105006631	additive	NA	0.41 	9.76 
gnl.UG.Ssc.S39789730	13	123984079	118712827-133327141	additive	NA	0.41 	14.30 
gnl.UG.Ssc.S35168639	11	85034196	85034196-85778764	additive	NA	0.41 	10.09 
OVRM1_0007_H05	4	134252015	134145659-134252015	additive	cis	0.41 	20.39 
gnl.UG.Ssc.S5998463	6	23697334	23697334-23697334	additive	cis	0.41 	13.45 
gnl.UG.Ssc.S46880188	4	134130715	133351711-136044364	additive	cis	0.41 	11.82 
OVRM1_0027_C09	6	75745501	67211580-84341321	additive	NA	0.41 	6.17 
LNG01_0077_A05	3	48216866	23603118-48216866	partial-dominant	trans	0.41 	8.26 
gnl.UG.Ssc.S35173843	3	18088863	18088863-18088863	additive	cis	0.41 	16.91 
gnl.UG.Ssc.S35168178	5	4236943	4236943-4599327	additive	cis	0.41 	8.90 
gnl.UG.Ssc.S35169267	7	123326231	122049465-124018132	additive	NA	0.41 	11.93 
gnl.UG.Ssc.S17525713	6	59483283	37944422-60202111	additive	trans	0.41 	10.06 
gnl.UG.Ssc.S18358285	13	21956708	21956708-21956708	partial-dominant	trans	0.41 	5.54 
gnl.UG.Ssc.S35168291	9	20979753	15725604-145871712	partial-dominant	cis	0.41 	5.33 
AMP01_0031_E07	6	72452853	72429829-72452853	partial-dominant	trans	0.41 	4.69 
gnl.UG.Ssc.S46877371	9	31242020	31242020-31242020	additive	trans	0.41 	8.46 
gnl.UG.Ssc.S34512951	11	6873325	6281560-8832301	partial-dominant	trans	0.41 	4.67 
gnl.UG.Ssc.S6046300	6	72558035	34808817-112990093	partial-dominant	trans	0.41 	4.54 
gnl.UG.Ssc.S35171680	1	152065923	146032525-162412250	partial-dominant	NA	0.41 	6.97 
gnl.UG.Ssc.S46877888	11	4689240	4689240-4689240	additive	cis	0.41 	42.75 
gnl.UG.Ssc.S35172748	10	25845373	25845373-25845373	partial-dominant	trans	0.41 	4.68 
gnl.UG.Ssc.S39836829	13	19575685	688255-26286725	partial-dominant	NA	0.41 	4.53 
gnl.UG.Ssc.S40389871	7	130052934	130052934-130052934	additive	NA	0.41 	13.16 
gnl.UG.Ssc.S23769307	2	6331738	2632804-7864132	partial-dominant	NA	0.41 	7.38 
gnl.UG.Ssc.S18382677	12	51300469	50686042-60604972	additive	NA	0.41 	8.98 
gnl.UG.Ssc.S23213232	7	94573223	70901906-120751772	partial-dominant	trans	0.41 	4.99 
gnl.UG.Ssc.S23693673	13	108197916	83649050-156796615	partial-dominant	trans	0.41 	4.92 
gnl.UG.Ssc.S18554672	5	4840565	4384938-10243064	additive	cis	0.41 	13.12 
gnl.UG.Ssc.S18553851	6	18825294	18825294-19193275	additive	cis	0.41 	20.40 
gnl.UG.Ssc.S50170711	12	62729730	62729730-62729730	additive	trans	0.41 	12.12 
gnl.UG.Ssc.S18553743	5	18137331	14807526-24769365	partial-dominant	trans	0.41 	9.19 
ADR01_0071_E12	6	43813086	40183749-44004031	additive	NA	0.41 	19.80 
gnl.UG.Ssc.S38982510	12	2466474	460221-7033158	partial-dominant	cis	0.41 	4.59 
THY01_0045_E02	15	26918484	26918484-26918484	additive	trans	0.41 	13.12 
gnl.UG.Ssc.S32812526	14	14418783	14418783-14418783	partial-dominant	NA	0.41 	4.89 
gnl.UG.Ssc.S26653059	12	33279227	24496991-40032251	additive	trans	0.41 	9.72 
OVRM1_0016_E03	5	68832475	68832475-68832475	partial-dominant	cis	0.41 	6.46 
gnl.UG.Ssc.S26734187	6	37163254	37163254-37163254	additive	trans	0.41 	5.17 
gnl.UG.Ssc.S46879088	7	7536565	7084940-15883169	additive	NA	0.41 	9.63 
gnl.UG.Ssc.S18547696	6	24392223	24392223-76934500	additive	trans	0.41 	7.87 
gnl.UG.Ssc.S39943639	2	106746315	106746315-106746315	additive	NA	0.41 	5.38 
TCH01_0058_H04	12	50281949	46855900-58093644	partial-dominant	NA	0.41 	4.77 
LNG01_0013_E07	6	60933494	26948992-101642277	partial-dominant	trans	0.41 	4.61 
gnl.UG.Ssc.S18292274	6	32111986	25868524-42436776	additive	NA	0.41 	6.61 
PTG01_0079_F06	17	19668971	10939739-25579093	partial-dominant	cis	0.41 	4.65 
gnl.UG.Ssc.S35168581	3	49438907	49438907-51843143	partial-dominant	NA	0.41 	4.75 
gnl.UG.Ssc.S35169447	12	1431153	209210-2424907	additive	cis	0.41 	32.17 
gnl.UG.Ssc.S35164281	13	178315976	158992883-190512401	additive	NA	0.41 	10.58 
gnl.UG.Ssc.S18381115	9	145277018	145096639-145277018	additive	trans	0.41 	13.15 
gnl.UG.Ssc.S6083035	9	132594413	120773379-133614745	partial-dominant	trans	0.41 	4.89 
gnl.UG.Ssc.S23757566	5	18137331	17573795-51014577	partial-dominant	trans	0.41 	4.67 
gnl.UG.Ssc.S35166121	4	10686153	10686153-30905458	additive	trans	0.41 	4.60 
gnl.UG.Ssc.S35165624	12	62729730	62729730-62729730	additive	NA	0.41 	5.37 
gnl.UG.Ssc.S40455398	7	53190798	53190798-134422073	additive	NA	0.41 	10.22 
gnl.UG.Ssc.S35166787	8	140966269	140664386-146568362	partial-dominant	NA	0.41 	5.95 
OVRM1_0083_F10	14	13030843	12229929-13030843	partial-dominant	NA	0.41 	5.73 
gnl.UG.Ssc.S35168712	14	41286208	41286208-66260015	additive	cis	0.41 	7.75 
gnl.UG.Ssc.S18550520	3	13304570	13304570-13304570	additive	trans	0.41 	8.83 
gnl.UG.Ssc.S46877822	11	21681862	20989421-23035321	additive	cis	0.41 	12.67 
gnl.UG.Ssc.S35170967	2	143231235	143231235-144000942	additive	cis	0.41 	6.71 
gnl.UG.Ssc.S35167737	1	31202546	31202546-31274799	additive	NA	0.41 	14.58 
gnl.UG.Ssc.S39787607	1	178299603	168371253-200027513	additive	NA	0.41 	9.20 
LNG01_0065_H05	13	195762111	26200074-202728252	partial-dominant	NA	0.41 	4.51 
gnl.UG.Ssc.S19550604	9	10289831	2732144-12334256	additive	NA	0.41 	11.39 
gnl.UG.Ssc.S35170311	6	142492867	142492867-153177223	partial-dominant	trans	0.40 	7.25 
gnl.UG.Ssc.S35166568	2	6582123	1021191-8270193	partial-dominant	trans	0.40 	5.29 
OVRM1_0155_D11	6	31670664	29314849-62176946	additive	NA	0.40 	5.85 
PTG01_0075_G03	7	64667698	64667698-64757801	additive	cis	0.40 	11.38 
gnl.UG.Ssc.S23693326	1	306714031	306299060-306714031	partial-dominant	NA	0.40 	4.78 
gnl.UG.Ssc.S17503974	14	8775522	8775522-8775522	additive	trans	0.40 	7.94 
gnl.UG.Ssc.S23700642	16	24876960	24650611-33552449	additive	NA	0.40 	9.19 
gnl.UG.Ssc.S35169473	2	83080749	68894359-118140948	partial-dominant	NA	0.40 	5.75 
gnl.UG.Ssc.S40246020	10	77623992	77623992-77623992	additive	NA	0.40 	28.08 
gnl.UG.Ssc.S35169221	9	40056150	40056150-40056150	additive	trans	0.40 	7.30 
gnl.UG.Ssc.S40555834	3	63130898	63130898-63130898	additive	NA	0.40 	9.11 
gnl.UG.Ssc.S35171578	8	31641637	31641637-33033004	additive	cis	0.40 	13.17 
LNG01_0097_D05	4	63982652	63982652-63982652	additive	NA	0.40 	6.35 
gnl.UG.Ssc.S16512053	6	85150964	69081503-86232706	additive	NA	0.40 	8.06 
gnl.UG.Ssc.S5993265	17	58007799	56795628-60436853	additive	NA	0.40 	8.56 
gnl.UG.Ssc.S35166390	9	7570272	4274979-11173683	additive	cis	0.40 	11.38 
gnl.UG.Ssc.S16765620	4	128001137	119646286-134724098	partial-dominant	NA	0.40 	5.97 
gnl.UG.Ssc.S39985061	12	60747896	60747896-62502314	additive	NA	0.40 	23.31 
gnl.UG.Ssc.S46876516	9	22198816	22198816-22198816	additive	trans	0.40 	7.84 
gnl.UG.Ssc.S18355988	5	34528146	27069069-109990527	partial-dominant	NA	0.40 	5.07 
gnl.UG.Ssc.S46881323	6	41248059	39511968-53831622	partial-dominant	NA	0.40 	4.92 
gnl.UG.Ssc.S46878979	7	118224079	118224079-118224079	additive	cis	0.40 	10.45 
SMG01_0092_C02	6	26197426	22485803-74312696	partial-dominant	NA	0.40 	6.17 
SMG01_0092_C02	9	129626	129626-129626	partial-dominant	NA	0.40 	6.17 
OVRM1_0062_H05	15	15083009	12155691-15083009	additive	NA	0.40 	4.97 
gnl.UG.Ssc.S23772152	2	81610364	42589487-84619128	partial-dominant	NA	0.40 	7.76 
gnl.UG.Ssc.S35164653	9	66383956	65049755-71423315	additive	NA	0.40 	12.22 
gnl.UG.Ssc.S35172429	6	51636474	34565495-75754515	partial-dominant	cis	0.40 	6.34 
gnl.UG.Ssc.S35334992	1	306533438	306533438-308146449	partial-dominant	cis	0.40 	4.77 
gnl.UG.Ssc.S19540437	3	122307662	122307662-128354675	partial-dominant	cis	0.40 	8.45 
gnl.UG.Ssc.S35172673	2	9241201	9198141-9582698	additive	cis	0.40 	13.73 
gnl.UG.Ssc.S17517447	9	52833797	52833797-52833797	partial-dominant	NA	0.40 	5.08 
gnl.UG.Ssc.S23700410	1	15793004	12546034-24616291	partial-dominant	NA	0.40 	5.01 
gnl.UG.Ssc.S46917289	15	111789280	11247606-112575218	partial-dominant	trans	0.40 	5.17 
gnl.UG.Ssc.S46875952	17	43584674	41474239-45903056	additive	NA	0.40 	11.57 
